"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","biotype"
"Bola2.1",2.55036676526355e-130,0.734585894129939,0.795,0.391,7.06808645325139e-126,"injury_zone","Bola2","protein_coding"
"Degs1.1",4.32929622481092e-130,0.570817668193008,0.596,0.193,1.1998211557441e-125,"injury_zone","Degs1","protein_coding"
"Mcfd2.1",4.67683929252584e-130,0.539750455885513,0.56,0.166,1.29613924153061e-125,"injury_zone","Mcfd2","protein_coding"
"Rap2b.1",5.19503902473396e-130,0.406094895784101,0.346,0.055,1.43975311531477e-125,"injury_zone","Rap2b","protein_coding"
"Vamp8.1",5.36867032552149e-130,0.745934744453815,0.711,0.307,1.48787329401503e-125,"injury_zone","Vamp8","protein_coding"
"Cmya5.1",5.89652116608475e-130,-0.845285633582616,0.781,0.901,1.63416187596873e-125,"injury_zone","Cmya5","protein_coding"
"Map4k4.1",6.5215117299842e-130,0.405947861779325,0.449,0.098,1.80737176084782e-125,"injury_zone","Map4k4","protein_coding"
"Ly6a.1",7.93820412387609e-130,0.799117967180136,0.878,0.494,2.19999389089102e-125,"injury_zone","Ly6a","protein_coding"
"Ifnar2.1",1.05441393783406e-129,0.446310965857305,0.389,0.074,2.9222027873133e-125,"injury_zone","Ifnar2","protein_coding"
"Tmem38b.1",1.67291033182042e-129,0.600824095170953,0.999,0.985,4.6363036936071e-125,"injury_zone","Tmem38b","protein_coding"
"Myh9.1",1.71496934355515e-129,0.741270666871485,0.702,0.299,4.75286603872875e-125,"injury_zone","Myh9","protein_coding"
"Slc15a3.1",2.22545373762221e-129,0.363298335367209,0.275,0.028,6.16762248844619e-125,"injury_zone","Slc15a3","protein_coding"
"Cdk1.1",2.50175947337273e-129,0.379300568948682,0.326,0.047,6.93337620450517e-125,"injury_zone","Cdk1","protein_coding"
"Ifi211.1",2.77137340830453e-129,0.457951727965255,0.309,0.041,7.68058426377516e-125,"injury_zone","Ifi211","protein_coding"
"Tns3.1",3.13647007408298e-129,0.394435269348974,0.394,0.076,8.69241316331356e-125,"injury_zone","Tns3","protein_coding"
"Sri.1",3.16230532824075e-129,0.478786003027136,0.468,0.114,8.76401298668641e-125,"injury_zone","Sri","protein_coding"
"Adam17.1",4.15940479549874e-129,0.432155071367396,0.436,0.097,1.15273744502452e-124,"injury_zone","Adam17","protein_coding"
"Rnh1.1",4.86487762477585e-129,0.895283790100701,0.728,0.348,1.34825218493038e-124,"injury_zone","Rnh1","protein_coding"
"Abi1.1",6.90936359514831e-129,0.4151706947006,0.446,0.099,1.9148610267594e-124,"injury_zone","Abi1","protein_coding"
"Capn2.1",7.65856772300949e-129,0.56431264008526,0.658,0.234,2.12249545875485e-124,"injury_zone","Capn2","protein_coding"
"Apobec1.1",7.81612635331823e-129,0.332620198523673,0.3,0.037,2.16616125755862e-124,"injury_zone","Apobec1","protein_coding"
"Snrpe.1",9.83898491121815e-129,0.714430778277882,0.815,0.416,2.726776278295e-124,"injury_zone","Snrpe","protein_coding"
"Sdhb.1",1.03401506862692e-128,-0.751591309275147,0.905,0.928,2.86566936119264e-124,"injury_zone","Sdhb","protein_coding"
"Ier5.1",1.45267876452329e-128,0.452479827947388,0.486,0.123,4.02595392799986e-124,"injury_zone","Ier5","protein_coding"
"Ezr.1",2.13000247043333e-128,0.299726084541159,0.282,0.03,5.90308884655893e-124,"injury_zone","Ezr","protein_coding"
"Rpl29.1",2.45888950900152e-128,0.784127520365313,0.989,0.921,6.81456638524681e-124,"injury_zone","Rpl29","protein_coding"
"Necap2.1",3.10987312667085e-128,0.466250924688725,0.47,0.113,8.61870238325559e-124,"injury_zone","Necap2","protein_coding"
"B4galt6.1",3.20584321610034e-128,0.415495687878549,0.328,0.05,8.8846738891005e-124,"injury_zone","B4galt6","protein_coding"
"Srsf9.1",4.26307944605689e-128,0.451849560528245,0.446,0.104,1.18146983768021e-123,"injury_zone","Srsf9","protein_coding"
"Btg1.1",5.92469999414051e-128,0.470235023853157,0.524,0.143,1.6419713563761e-123,"injury_zone","Btg1","protein_coding"
"Calu.1",7.99750860033557e-128,0.739760182416747,0.845,0.441,2.216429533497e-123,"injury_zone","Calu","protein_coding"
"Ccna2.1",1.19150114427968e-127,0.35303794928768,0.285,0.033,3.30212627125671e-123,"injury_zone","Ccna2","protein_coding"
"Eif5a.1",1.50110741579227e-127,0.697397197884905,0.977,0.856,4.16016909212671e-123,"injury_zone","Eif5a","protein_coding"
"Nfam1.1",2.03979947745558e-127,0.354669711558542,0.299,0.037,5.65310027182039e-123,"injury_zone","Nfam1","protein_coding"
"Ccnd3.1",2.98336922240394e-127,0.578443980749764,0.538,0.157,8.26810946297028e-123,"injury_zone","Ccnd3","protein_coding"
"Prcp.1",3.01474639267228e-127,0.436400758428886,0.424,0.092,8.35506815265197e-123,"injury_zone","Prcp","protein_coding"
"Ppp1r14b.1",6.10644303867926e-127,0.74021312605974,0.877,0.507,1.69233962373957e-122,"injury_zone","Ppp1r14b","protein_coding"
"Vps4b.1",6.34490368740283e-127,0.392003349445214,0.471,0.113,1.75842660792682e-122,"injury_zone","Vps4b","protein_coding"
"Slc25a24.1",1.02007699470262e-126,0.310960179730543,0.324,0.046,2.82704138311883e-122,"injury_zone","Slc25a24","protein_coding"
"Kdelr2.1",1.13480862636079e-126,0.558521152084539,0.675,0.249,3.1450086270963e-122,"injury_zone","Kdelr2","protein_coding"
"Vkorc1.1",1.39464455437249e-126,0.474172725808124,0.569,0.167,3.86511791798792e-122,"injury_zone","Vkorc1","protein_coding"
"Cyfip1.1",1.76147528648865e-126,0.550236000577604,0.507,0.141,4.88175260897465e-122,"injury_zone","Cyfip1","protein_coding"
"Rpl36al.1",1.82707057125583e-126,0.681179752167866,0.942,0.77,5.06354338117841e-122,"injury_zone","Rpl36al","protein_coding"
"Scn1b.1",2.22989583857572e-126,-0.80436310971225,0.775,0.911,6.17993332702875e-122,"injury_zone","Scn1b","protein_coding"
"Tapbp.1",4.91078918914337e-126,0.61183839987247,0.717,0.288,1.36097611587919e-121,"injury_zone","Tapbp","protein_coding"
"Cd300a",6.94230760732981e-126,0.272696669203972,0.295,0.035,1.92399113029538e-121,"injury_zone","Cd300a","protein_coding"
"Pip4k2a",6.96870757718941e-126,0.316411418106339,0.315,0.044,1.93130761794227e-121,"injury_zone","Pip4k2a","protein_coding"
"Arf5.1",7.93573188817708e-126,0.60979408092742,0.833,0.401,2.1993087354894e-121,"injury_zone","Arf5","protein_coding"
"ENSMUSG00002075551.1",8.91080594367918e-126,2.20321994315351,0.495,0.167,2.46954075923125e-121,"injury_zone","ENSMUSG00002075551","miRNA"
"Aldh3b1.1",1.1251576294278e-125,0.32123677357746,0.309,0.042,3.11826185419621e-121,"injury_zone","Aldh3b1","protein_coding"
"Nip7.1",1.13106083877947e-125,0.774175894427286,0.472,0.13,3.13462200859343e-121,"injury_zone","Nip7","protein_coding"
"Cmpk1.1",1.21122926243405e-125,0.489847855012233,0.503,0.135,3.35680077790973e-121,"injury_zone","Cmpk1","protein_coding"
"Olfml3.1",1.45741371352327e-125,0.529107270518526,0.512,0.142,4.0390763656584e-121,"injury_zone","Olfml3","protein_coding"
"Rpl22l1.1",3.1041077239443e-125,0.773294346679455,0.896,0.614,8.60272414613924e-121,"injury_zone","Rpl22l1","protein_coding"
"Arl11",4.13653451850904e-125,0.290242107908326,0.236,0.017,1.1463991764596e-120,"injury_zone","Arl11","protein_coding"
"Ptms.1",4.15723055813119e-125,0.660353415751735,0.849,0.449,1.15213487688048e-120,"injury_zone","Ptms","protein_coding"
"Rcn3.1",8.10439690928211e-125,0.504549510034503,0.638,0.216,2.24605255943844e-120,"injury_zone","Rcn3","protein_coding"
"Naca.1",1.08168423636802e-124,0.634488086275561,0.974,0.824,2.99777969267033e-120,"injury_zone","Naca","protein_coding"
"Amdhd2.1",1.14728564796931e-124,0.428782684011333,0.403,0.085,3.17958744478215e-120,"injury_zone","Amdhd2","protein_coding"
"Cox6c.1",1.91129715555395e-124,-0.49472987762395,0.995,0.996,5.29696893690222e-120,"injury_zone","Cox6c","protein_coding"
"Gatm.1",2.05991761162758e-124,0.353048258170903,0.402,0.08,5.70885566886466e-120,"injury_zone","Gatm","protein_coding"
"Tceal9.1",2.96657578345263e-124,0.463760423380408,0.565,0.17,8.22156812626062e-120,"injury_zone","Tceal9","protein_coding"
"Glipr2.1",3.07532398009688e-124,0.354088757272336,0.35,0.059,8.5229528784405e-120,"injury_zone","Glipr2","protein_coding"
"Fkbp2.1",3.10675580254078e-124,0.522480358723109,0.549,0.166,8.61006303116151e-120,"injury_zone","Fkbp2","protein_coding"
"Ehd4.1",5.47078999221116e-124,0.53031465121526,0.61,0.202,1.5161747384414e-119,"injury_zone","Ehd4","protein_coding"
"Prdx4.1",6.07276633338436e-124,0.405186401305705,0.456,0.11,1.68300646163414e-119,"injury_zone","Prdx4","protein_coding"
"Ywhab.1",7.8511288200849e-124,0.657539941624052,0.724,0.311,2.17586184119833e-119,"injury_zone","Ywhab","protein_coding"
"S100a13.1",7.98445191457641e-124,0.627982958735837,0.767,0.343,2.2128110036057e-119,"injury_zone","S100a13","protein_coding"
"Ankfy1.1",9.61352546686638e-124,1.02392949356281,0.35,0.066,2.66429244788735e-119,"injury_zone","Ankfy1","protein_coding"
"Cacna1s.1",1.82039228254723e-123,-0.840905560436781,0.751,0.884,5.04503517185138e-119,"injury_zone","Cacna1s","protein_coding"
"Lfng.1",3.22013295923114e-123,0.342825433473275,0.314,0.045,8.92427648321319e-119,"injury_zone","Lfng","protein_coding"
"Dazap2.1",3.34620135456123e-123,0.700293803530437,0.768,0.357,9.27366243403099e-119,"injury_zone","Dazap2","protein_coding"
"Isg15.1",4.47069353814565e-123,0.408256285370911,0.339,0.055,1.23900800716168e-118,"injury_zone","Isg15","protein_coding"
"Atp6v1b2.1",5.11669381422563e-123,0.678966643693853,0.636,0.244,1.41804052367449e-118,"injury_zone","Atp6v1b2","protein_coding"
"Il10ra",5.28060577958803e-123,0.288754644664707,0.286,0.034,1.46346708575503e-118,"injury_zone","Il10ra","protein_coding"
"Ifngr1.1",1.08068886278221e-122,0.580402816272739,0.683,0.259,2.99502111431463e-118,"injury_zone","Ifngr1","protein_coding"
"Zfp36.1",1.1731621396725e-122,0.426896022047004,0.393,0.081,3.25130155388836e-118,"injury_zone","Zfp36","protein_coding"
"Lmo2.1",1.69434671285349e-122,0.364175249977313,0.365,0.066,4.69571248000217e-118,"injury_zone","Lmo2","protein_coding"
"Snrpf.1",2.04259913993025e-122,0.759987036350617,0.691,0.306,5.66085925640269e-118,"injury_zone","Snrpf","protein_coding"
"Rps17.1",3.84346656609783e-122,0.744618120905392,0.951,0.783,1.06517832412835e-117,"injury_zone","Rps17","protein_coding"
"Tlr13",3.88882673638055e-122,0.312358266045545,0.235,0.018,1.07774944172051e-117,"injury_zone","Tlr13","protein_coding"
"Rgl1.1",5.53114283146485e-122,0.397040706932051,0.401,0.085,1.53290092431217e-117,"injury_zone","Rgl1","protein_coding"
"Igfbp7.1",5.58197434804683e-122,0.744074416236037,0.933,0.675,1.5469883708177e-117,"injury_zone","Igfbp7","protein_coding"
"Rpl4.1",5.9255252648291e-122,0.813524088247828,0.993,0.927,1.64220007189474e-117,"injury_zone","Rpl4","protein_coding"
"Snx3.1",6.7985370899791e-122,0.712192178209329,0.849,0.46,1.88414656911681e-117,"injury_zone","Snx3","protein_coding"
"Epb41l2.1",6.83151278560628e-122,0.48287762023153,0.558,0.171,1.89328545340292e-117,"injury_zone","Epb41l2","protein_coding"
"Eid1.1",6.94457870315047e-122,0.451588171538266,0.505,0.139,1.92462054179112e-117,"injury_zone","Eid1","protein_coding"
"Gng2.1",9.75043661796772e-122,0.359697589006132,0.336,0.055,2.70223600430358e-117,"injury_zone","Gng2","protein_coding"
"Myof.1",1.17613596741269e-121,0.418059451955826,0.385,0.079,3.25954322008752e-117,"injury_zone","Myof","protein_coding"
"Akr1b8",1.31414730814355e-121,0.300126063034848,0.272,0.031,3.64202784978903e-117,"injury_zone","Akr1b8","protein_coding"
"Rab31.1",1.61975107005779e-121,0.367389089128145,0.4,0.083,4.48897811555816e-117,"injury_zone","Rab31","protein_coding"
"Gas1.1",1.93055867712986e-121,0.475750763666495,0.563,0.169,5.35035031779769e-117,"injury_zone","Gas1","protein_coding"
"Pitpna.1",3.15762023353438e-121,0.673487225004384,0.776,0.373,8.75102871521717e-117,"injury_zone","Pitpna","protein_coding"
"Renbp",4.29292201138066e-121,0.292034782333359,0.269,0.03,1.18974040623404e-116,"injury_zone","Renbp","protein_coding"
"Slfn5.1",4.73493941613376e-121,0.596656918568413,0.485,0.136,1.31224110978731e-116,"injury_zone","Slfn5","protein_coding"
"Ddx39a.1",5.63154111272808e-121,0.39682039212942,0.426,0.096,1.56072530398146e-116,"injury_zone","Ddx39a","protein_coding"
"Srsf3.1",6.13165936521033e-121,0.732534289960276,0.669,0.284,1.69932807647439e-116,"injury_zone","Srsf3","protein_coding"
"Eif1a.1",9.94655107885575e-121,0.386543756952623,0.406,0.087,2.75658716599408e-116,"injury_zone","Eif1a","protein_coding"
"Sh3pxd2b.1",1.15919339215411e-120,0.332535902537293,0.398,0.081,3.21258856701589e-116,"injury_zone","Sh3pxd2b","protein_coding"
"Stat1.1",1.23539353122145e-120,0.409320435607105,0.45,0.108,3.42376963242712e-116,"injury_zone","Stat1","protein_coding"
"Tmem167.1",1.50206097127936e-120,0.535170812676515,0.619,0.216,4.16281177580362e-116,"injury_zone","Tmem167","protein_coding"
"S100a9.1",1.79499542864612e-120,0.565881401703825,0.259,0.028,4.97465033094985e-116,"injury_zone","S100a9","protein_coding"
"Cltc.1",1.83893090620989e-120,0.77034398272009,0.84,0.466,5.09641311347009e-116,"injury_zone","Cltc","protein_coding"
"Psmb9",1.86481276163154e-120,0.32408234433316,0.335,0.055,5.16814208758564e-116,"injury_zone","Psmb9","protein_coding"
"Twf1.1",1.95791520644888e-120,0.373872515773594,0.372,0.072,5.42616620315244e-116,"injury_zone","Twf1","protein_coding"
"Tmed9.1",2.42460380941216e-120,0.645549029901638,0.813,0.407,6.71954699740486e-116,"injury_zone","Tmed9","protein_coding"
"Ndufa4.1",3.18693737260132e-120,-0.492547750563992,0.996,0.993,8.8322782344273e-116,"injury_zone","Ndufa4","protein_coding"
"Crlf2.1",3.28303405172877e-120,0.343032612900336,0.361,0.067,9.09860057096111e-116,"injury_zone","Crlf2","protein_coding"
"Lamp1.1",5.02184175133481e-120,0.74948642107981,0.985,0.86,1.39175322296493e-115,"injury_zone","Lamp1","protein_coding"
"Pdia4.1",5.15614710346915e-120,0.379237008972293,0.348,0.061,1.42897460825544e-115,"injury_zone","Pdia4","protein_coding"
"Mcub",7.53776340453199e-120,0.30232968522529,0.26,0.027,2.089015749932e-115,"injury_zone","Mcub","protein_coding"
"Itm2c.1",8.07238280599785e-120,0.545640565388965,0.69,0.267,2.23718017085424e-115,"injury_zone","Itm2c","protein_coding"
"Olfm1.1",8.13409498611225e-120,0.329022986544877,0.319,0.049,2.25428308445115e-115,"injury_zone","Olfm1","protein_coding"
"Lcp2",1.10605322538118e-119,0.284595287208792,0.241,0.021,3.06531590882141e-115,"injury_zone","Lcp2","protein_coding"
"Arf6.1",1.48680595518158e-119,0.418043000435097,0.478,0.124,4.12053402419023e-115,"injury_zone","Arf6","protein_coding"
"Ncf4",1.5299836291032e-119,0.289860731575852,0.255,0.026,4.24019662969662e-115,"injury_zone","Ncf4","protein_coding"
"Bex3.1",1.80271345897543e-119,0.292274489006036,0.303,0.042,4.99604008020452e-115,"injury_zone","Bex3","protein_coding"
"Hnrnpa2b1.1",1.95734386348681e-119,0.697420920228925,0.959,0.79,5.42458278326733e-115,"injury_zone","Hnrnpa2b1","protein_coding"
"Pak2.1",2.66444240978109e-119,0.451259675918632,0.467,0.121,7.38423569446732e-115,"injury_zone","Pak2","protein_coding"
"Lrrc59.1",3.28774847470847e-119,0.481427824159107,0.517,0.152,9.11166612280706e-115,"injury_zone","Lrrc59","protein_coding"
"Atp6v1c1.1",5.18584774665399e-119,0.500029769885392,0.51,0.149,1.43720584450769e-114,"injury_zone","Atp6v1c1","protein_coding"
"Rps5.1",6.62042263509123e-119,0.596874381467984,0.999,0.969,1.83478392908918e-114,"injury_zone","Rps5","protein_coding"
"Erh.1",7.81109290961107e-119,0.766286926154327,0.445,0.123,2.16476628896961e-114,"injury_zone","Erh","protein_coding"
"Myot.1",9.59718469204417e-119,-0.735249668792731,0.829,0.933,2.65976376555312e-114,"injury_zone","Myot","protein_coding"
"Sfpq.1",1.07591277128127e-118,0.554479725300338,0.554,0.181,2.9817846543289e-114,"injury_zone","Sfpq","protein_coding"
"Man1c1.1",1.18886938584604e-118,0.346713618343168,0.338,0.058,3.29483261593373e-114,"injury_zone","Man1c1","protein_coding"
"Tmem50a.1",2.03626555186952e-118,0.572156919313447,0.716,0.297,5.64330635045118e-114,"injury_zone","Tmem50a","protein_coding"
"Fcrls.1",2.85542735198802e-118,0.375328541405165,0.32,0.051,7.91353136329959e-114,"injury_zone","Fcrls","protein_coding"
"Hspb6.1",3.29241101685655e-118,-0.709251205300626,0.941,0.973,9.12458789211625e-114,"injury_zone","Hspb6","protein_coding"
"Arhgap9",3.34083823223716e-118,0.262584185085995,0.242,0.022,9.25879907682207e-114,"injury_zone","Arhgap9","protein_coding"
"Bzw1.1",4.25394078332648e-118,0.550798937625642,0.621,0.226,1.1789371486911e-113,"injury_zone","Bzw1","protein_coding"
"Kcnn4",4.80408671106254e-118,0.314806132947361,0.248,0.024,1.33140459110387e-113,"injury_zone","Kcnn4","protein_coding"
"Syk",5.40135349072948e-118,0.277931397762593,0.274,0.033,1.49693110642077e-113,"injury_zone","Syk","protein_coding"
"Atp1a2.1",6.96497821391208e-118,-0.714727602011576,0.853,0.952,1.93027406220359e-113,"injury_zone","Atp1a2","protein_coding"
"Ap3s1.1",7.04047976334665e-118,0.485696749797186,0.436,0.109,1.95119856161389e-113,"injury_zone","Ap3s1","protein_coding"
"Hnrnpu.1",7.4324599618197e-118,0.670049619001501,0.824,0.435,2.05983195381871e-113,"injury_zone","Hnrnpu","protein_coding"
"Rbbp4.1",8.53984967078253e-118,0.479170812566694,0.675,0.245,2.36673393776067e-113,"injury_zone","Rbbp4","protein_coding"
"Rin2.1",8.95404668361068e-118,0.404582191090601,0.408,0.092,2.48152449789586e-113,"injury_zone","Rin2","protein_coding"
"Loxl3.1",9.0538190172521e-118,0.337247398484185,0.354,0.064,2.50917540244125e-113,"injury_zone","Loxl3","protein_coding"
"Ptprj",1.02125414165528e-117,0.278909975795721,0.297,0.041,2.83030372818343e-113,"injury_zone","Ptprj","protein_coding"
"Lrrc17",1.95793294186103e-117,0.27497511910853,0.295,0.04,5.42621535507365e-113,"injury_zone","Lrrc17","protein_coding"
"Mdfic.1",2.09581769975109e-117,0.362854871595868,0.38,0.077,5.80834917309018e-113,"injury_zone","Mdfic","protein_coding"
"Col14a1.1",2.28672680068607e-117,0.437220614122324,0.423,0.098,6.33743465542139e-113,"injury_zone","Col14a1","protein_coding"
"Tpi1.1",2.53422722020408e-117,-0.619483929211866,0.988,0.995,7.02335731807358e-113,"injury_zone","Tpi1","protein_coding"
"Mmp19.1",2.6967921152153e-117,0.320061553795147,0.282,0.036,7.47388966810768e-113,"injury_zone","Mmp19","protein_coding"
"Sf3b6.1",2.79196519420003e-117,0.587477596905993,0.652,0.253,7.73765233920597e-113,"injury_zone","Sf3b6","protein_coding"
"Wdfy4",3.38612699378015e-117,0.290916731174346,0.25,0.025,9.38431235056231e-113,"injury_zone","Wdfy4","protein_coding"
"Esd.1",5.88705022936371e-117,0.816127440863929,0.77,0.399,1.63153710056586e-112,"injury_zone","Esd","protein_coding"
"Pde4dip.1",9.36890980817126e-117,-0.672396288936536,0.885,0.956,2.59649966423658e-112,"injury_zone","Pde4dip","protein_coding"
"Clptm1l.1",1.20719075533888e-116,0.465355012353467,0.579,0.184,3.34560845934617e-112,"injury_zone","Clptm1l","protein_coding"
"Cdkn1a.1",1.23345441601912e-116,0.480703409141714,0.554,0.173,3.41839556855538e-112,"injury_zone","Cdkn1a","protein_coding"
"Pclaf",1.42593742478745e-116,0.313762202863255,0.245,0.024,3.95184297905593e-112,"injury_zone","Pclaf","protein_coding"
"Mylk4.1",6.42434460592687e-116,-1.06133246075663,0.507,0.717,1.78044286408657e-111,"injury_zone","Mylk4","protein_coding"
"Hk3",1.03215653841371e-115,0.286371815070922,0.217,0.015,2.86051863055975e-111,"injury_zone","Hk3","protein_coding"
"Junb.1",1.30021151175591e-115,0.398608631072208,0.467,0.121,3.60340618368034e-111,"injury_zone","Junb","protein_coding"
"Rtn3.1",1.35392973883954e-115,0.534348075553031,0.657,0.249,3.7522808782199e-111,"injury_zone","Rtn3","protein_coding"
"Sod3.1",1.78748747852299e-115,0.477251424541646,0.488,0.138,4.95384279797861e-111,"injury_zone","Sod3","protein_coding"
"Myh2.1",3.03891070707827e-115,-1.63023288464724,0.773,0.839,8.42203713359672e-111,"injury_zone","Myh2","protein_coding"
"Eef2.1",3.50023321801365e-115,0.528623710947499,0.998,0.94,9.70054634040302e-111,"injury_zone","Eef2","protein_coding"
"Pdcd6ip.1",5.96929750786135e-115,0.498450904112501,0.6,0.208,1.65433111132869e-110,"injury_zone","Pdcd6ip","protein_coding"
"Otulin.1",7.12073722172049e-115,0.388399726973399,0.469,0.123,1.97344111362762e-110,"injury_zone","Otulin","protein_coding"
"Ndufs7.1",8.20188907963299e-115,-0.724945990543398,0.917,0.927,2.27307153952949e-110,"injury_zone","Ndufs7","protein_coding"
"2410006H16Rik.1",8.2044228093027e-115,0.513835255994694,0.683,0.261,2.27377373737015e-110,"injury_zone","2410006H16Rik","lncRNA"
"Lair1",8.39381571765808e-115,0.294187242177798,0.262,0.03,2.32626208799176e-110,"injury_zone","Lair1","protein_coding"
"Cd300ld.1",9.85056565153225e-115,0.295629630574357,0.278,0.036,2.72998576466565e-110,"injury_zone","Cd300ld","protein_coding"
"Fyb.1",1.36353554562154e-114,0.374102685178327,0.242,0.024,3.77890241113555e-110,"injury_zone","Fyb","protein_coding"
"Rpl18a.1",2.45739136718861e-114,0.531367483467939,0.997,0.951,6.81041443502652e-110,"injury_zone","Rpl18a","protein_coding"
"Adam19",4.53935560932481e-114,0.27533429594865,0.311,0.048,1.25803701356828e-109,"injury_zone","Adam19","protein_coding"
"Tmem176a.1",5.10571811037767e-114,0.345980519933539,0.415,0.094,1.41499871711007e-109,"injury_zone","Tmem176a","protein_coding"
"Hprt.1",5.28797961986722e-114,0.482764679129692,0.53,0.165,1.46551067185e-109,"injury_zone","Hprt","protein_coding"
"Eef1g.1",6.75918608586171e-114,0.566428745595637,0.965,0.792,1.87324083183571e-109,"injury_zone","Eef1g","protein_coding"
"Wsb1.1",9.28176711921711e-114,0.326137417473775,0.386,0.081,2.57234893941983e-109,"injury_zone","Wsb1","protein_coding"
"Mpc2.1",9.6090770030461e-114,-0.762766981542995,0.859,0.899,2.6630596006242e-109,"injury_zone","Mpc2","protein_coding"
"Myadm.1",1.03711070572552e-113,0.462046652449189,0.631,0.224,2.8742486098477e-109,"injury_zone","Myadm","protein_coding"
"Plbd1.1",1.20615135896042e-113,0.502808879294894,0.456,0.124,3.34272787622291e-109,"injury_zone","Plbd1","protein_coding"
"Plau.1",1.36939388565932e-113,0.461062095971689,0.441,0.111,3.79513821471623e-109,"injury_zone","Plau","protein_coding"
"Myd88.1",1.78092488500646e-113,0.350197440248809,0.34,0.062,4.9356552263069e-109,"injury_zone","Myd88","protein_coding"
"AI506816.1",1.82033755901293e-113,0.497338974470438,0.646,0.244,5.04488351104843e-109,"injury_zone","AI506816","lncRNA"
"Cd82.1",1.85799456491242e-113,0.368740712934921,0.425,0.101,5.14924613719827e-109,"injury_zone","Cd82","protein_coding"
"Hpcal1",2.71637844191011e-113,0.310607444848548,0.325,0.055,7.52817121390967e-109,"injury_zone","Hpcal1","protein_coding"
"Grb10.1",4.37367357979957e-113,0.519166889815449,0.581,0.202,1.21211989590565e-108,"injury_zone","Grb10","protein_coding"
"Copz1.1",6.57592179173083e-113,0.519631505871454,0.595,0.211,1.82245096536028e-108,"injury_zone","Copz1","protein_coding"
"Nceh1.1",6.90124458379308e-113,0.55075149226547,0.426,0.111,1.91261092395241e-108,"injury_zone","Nceh1","protein_coding"
"Cdca3",1.01876412284247e-112,0.297664077899575,0.262,0.031,2.82340289004563e-108,"injury_zone","Cdca3","protein_coding"
"Evl",1.12741691206336e-112,0.295308450775496,0.316,0.052,3.1245232300924e-108,"injury_zone","Evl","protein_coding"
"Mtch1.1",1.18977590746035e-112,0.567305664456026,0.821,0.414,3.29734494993562e-108,"injury_zone","Mtch1","protein_coding"
"Wdcp.1",1.28367388921564e-112,0.738801045509015,0.628,0.246,3.55757381657223e-108,"injury_zone","Wdcp","protein_coding"
"Rap2a",1.41663572966643e-112,0.317475219241361,0.295,0.045,3.92606426119755e-108,"injury_zone","Rap2a","protein_coding"
"Fam111a",1.63623487340158e-112,0.30093903222653,0.267,0.034,4.53466132814515e-108,"injury_zone","Fam111a","protein_coding"
"Nt5c.1",1.82165417389447e-112,0.334654761674079,0.373,0.077,5.04853237753115e-108,"injury_zone","Nt5c","protein_coding"
"Piezo1.1",1.86140546946687e-112,0.328731707533163,0.38,0.079,5.15869911808048e-108,"injury_zone","Piezo1","protein_coding"
"AU020206.1",2.58808736465789e-112,0.35213583880656,0.322,0.056,7.17262532241286e-108,"injury_zone","AU020206","lncRNA"
"Caprin1.1",2.81026299489799e-112,0.48558567779714,0.614,0.217,7.78836286406028e-108,"injury_zone","Caprin1","protein_coding"
"Sec24d.1",4.16673610829265e-112,0.331835276074932,0.351,0.067,1.15476924505223e-107,"injury_zone","Sec24d","protein_coding"
"Mir703.1",4.83773849506632e-112,0.304821605742128,0.298,0.046,1.34073084652268e-107,"injury_zone","Mir703","miRNA"
"Glmp.1",5.46051191508417e-112,0.524471349282074,0.561,0.193,1.51332627214643e-107,"injury_zone","Glmp","protein_coding"
"Acsl5",7.14282457993636e-112,0.27632775813163,0.294,0.043,1.97956240408356e-107,"injury_zone","Acsl5","protein_coding"
"Dnaja1.1",8.53194295182515e-112,0.538259049290082,0.64,0.249,2.36454266966882e-107,"injury_zone","Dnaja1","protein_coding"
"Sec11c.1",1.57839251510186e-111,0.544769016882031,0.52,0.17,4.37435701635331e-107,"injury_zone","Sec11c","protein_coding"
"Gm43846.1",1.63028235178054e-111,0.594870381833434,0.994,0.901,4.5181645097246e-107,"injury_zone","Gm43846","lncRNA"
"Psmb10.1",1.89689156706516e-111,0.472669714554417,0.564,0.188,5.25704528896439e-107,"injury_zone","Psmb10","protein_coding"
"Zbp1",2.33193243676889e-111,0.259931519120843,0.217,0.017,6.46271755526131e-107,"injury_zone","Zbp1","protein_coding"
"Mcm3.1",2.59652813057345e-111,0.335339967255483,0.295,0.046,7.19601806107125e-107,"injury_zone","Mcm3","protein_coding"
"n-R5s136.1",3.09153071868368e-111,1.37208075332017,0.527,0.19,8.56786823375994e-107,"injury_zone","n-R5s136","rRNA"
"Capns1.1",3.70791184128582e-111,0.609482845236651,0.952,0.713,1.02761068769395e-106,"injury_zone","Capns1","protein_coding"
"Pdgfra.1",3.86396815849951e-111,0.442334787561145,0.467,0.127,1.07086013544655e-106,"injury_zone","Pdgfra","protein_coding"
"Hacd4",4.41725647764713e-111,0.27271237077981,0.264,0.033,1.22419846021513e-106,"injury_zone","Hacd4","protein_coding"
"Mapk3.1",4.48315151020604e-111,0.483359066058038,0.592,0.206,1.2424606095385e-106,"injury_zone","Mapk3","protein_coding"
